FIPStxt,State,Area name,Attribute,Value
13141,GA,Hancock County,Population 2010,9429
13141,GA,Hancock County,Population 2020,8735
13141,GA,Hancock County,Population 2021,8630
13143,GA,Haralson County,Rural-urban continuum code 2013,1
13143,GA,Haralson County,Population 1990,21966
13143,GA,Haralson County,Population 2000,25660
13143,GA,Haralson County,Population 2010,28780
13143,GA,Haralson County,Population 2020,29919
13143,GA,Haralson County,Population 2021,30572
13145,GA,Harris County,Rural-urban continuum code 2013,2
13145,GA,Harris County,Population 1990,17788
13145,GA,Harris County,Population 2000,23783
13145,GA,Harris County,Population 2010,32024
13145,GA,Harris County,Population 2020,34668
13145,GA,Harris County,Population 2021,35626
13147,GA,Hart County,Rural-urban continuum code 2013,6
13147,GA,Hart County,Population 1990,19712
13147,GA,Hart County,Population 2000,22981
13147,GA,Hart County,Population 2010,25213
13147,GA,Hart County,Population 2020,25828
13147,GA,Hart County,Population 2021,26409
13149,GA,Heard County,Rural-urban continuum code 2013,1
13149,GA,Heard County,Population 1990,8628
13149,GA,Heard County,Population 2000,10980
13149,GA,Heard County,Population 2010,11834
13149,GA,Heard County,Population 2020,11412
13149,GA,Heard County,Population 2021,11565
13151,GA,Henry County,Rural-urban continuum code 2013,1
13151,GA,Henry County,Population 1990,58741
13151,GA,Henry County,Population 2000,119498
13151,GA,Henry County,Population 2010,203922
13151,GA,Henry County,Population 2020,240712
13151,GA,Henry County,Population 2021,245235
13153,GA,Houston County,Rural-urban continuum code 2013,3
13153,GA,Houston County,Population 1990,89208
13153,GA,Houston County,Population 2000,110740
13153,GA,Houston County,Population 2010,139900
13153,GA,Houston County,Population 2020,163633
13153,GA,Houston County,Population 2021,166829
13155,GA,Irwin County,Rural-urban continuum code 2013,7
13155,GA,Irwin County,Population 1990,8649
13155,GA,Irwin County,Population 2000,9918
13155,GA,Irwin County,Population 2010,9538
13155,GA,Irwin County,Population 2020,9666
13155,GA,Irwin County,Population 2021,9618
13157,GA,Jackson County,Rural-urban continuum code 2013,4
13157,GA,Jackson County,Population 1990,30005
13157,GA,Jackson County,Population 2000,41612
13157,GA,Jackson County,Population 2010,60485
13157,GA,Jackson County,Population 2020,75907
13157,GA,Jackson County,Population 2021,80286
13159,GA,Jasper County,Rural-urban continuum code 2013,1
13159,GA,Jasper County,Population 1990,8453
13159,GA,Jasper County,Population 2000,11441
13159,GA,Jasper County,Population 2010,13900
13159,GA,Jasper County,Population 2020,14588
13159,GA,Jasper County,Population 2021,15278
13161,GA,Jeff Davis County,Rural-urban continuum code 2013,7
13161,GA,Jeff Davis County,Population 1990,12032
13161,GA,Jeff Davis County,Population 2000,12673
13161,GA,Jeff Davis County,Population 2010,15068
13161,GA,Jeff Davis County,Population 2020,14779
13161,GA,Jeff Davis County,Population 2021,14872
13163,GA,Jefferson County,Rural-urban continuum code 2013,6
13163,GA,Jefferson County,Population 1990,17408
13163,GA,Jefferson County,Population 2000,17239
13163,GA,Jefferson County,Population 2010,16930
13163,GA,Jefferson County,Population 2020,15709
13163,GA,Jefferson County,Population 2021,15524
13165,GA,Jenkins County,Rural-urban continuum code 2013,6
13165,GA,Jenkins County,Population 1990,8247
13165,GA,Jenkins County,Population 2000,8571
13165,GA,Jenkins County,Population 2010,8340
13165,GA,Jenkins County,Population 2020,8674
13165,GA,Jenkins County,Population 2021,8639
13167,GA,Johnson County,Rural-urban continuum code 2013,7
13167,GA,Johnson County,Population 1990,8329
13167,GA,Johnson County,Population 2000,8526
13167,GA,Johnson County,Population 2010,9980
13167,GA,Johnson County,Population 2020,9189
13167,GA,Johnson County,Population 2021,9160
13169,GA,Jones County,Rural-urban continuum code 2013,3
13169,GA,Jones County,Population 1990,20739
13169,GA,Jones County,Population 2000,23691
13169,GA,Jones County,Population 2010,28669
13169,GA,Jones County,Population 2020,28347
13169,GA,Jones County,Population 2021,28400
13171,GA,Lamar County,Rural-urban continuum code 2013,1
13171,GA,Lamar County,Population 1990,13038
13171,GA,Lamar County,Population 2000,15956
13171,GA,Lamar County,Population 2010,18317
13171,GA,Lamar County,Population 2020,18500
13171,GA,Lamar County,Population 2021,19080
13173,GA,Lanier County,Rural-urban continuum code 2013,3
13173,GA,Lanier County,Population 1990,5531
13173,GA,Lanier County,Population 2000,7246
13173,GA,Lanier County,Population 2010,10078
13173,GA,Lanier County,Population 2020,9877
13173,GA,Lanier County,Population 2021,9907
13175,GA,Laurens County,Rural-urban continuum code 2013,5
13175,GA,Laurens County,Population 1990,39988
13175,GA,Laurens County,Population 2000,44861
13175,GA,Laurens County,Population 2010,48434
13175,GA,Laurens County,Population 2020,49570
13175,GA,Laurens County,Population 2021,49547
13177,GA,Lee County,Rural-urban continuum code 2013,3
13177,GA,Lee County,Population 1990,16250
13177,GA,Lee County,Population 2000,24766
13177,GA,Lee County,Population 2010,28298
13177,GA,Lee County,Population 2020,33163
13177,GA,Lee County,Population 2021,33411
13179,GA,Liberty County,Rural-urban continuum code 2013,3
13179,GA,Liberty County,Population 1990,52745
13179,GA,Liberty County,Population 2000,61661
13179,GA,Liberty County,Population 2010,63453
13179,GA,Liberty County,Population 2020,65256
13179,GA,Liberty County,Population 2021,65711
13181,GA,Lincoln County,Rural-urban continuum code 2013,2
13181,GA,Lincoln County,Population 1990,7442
13181,GA,Lincoln County,Population 2000,8330
13181,GA,Lincoln County,Population 2010,7996
13181,GA,Lincoln County,Population 2020,7690
13181,GA,Lincoln County,Population 2021,7749
13183,GA,Long County,Rural-urban continuum code 2013,3
13183,GA,Long County,Population 1990,6202
13183,GA,Long County,Population 2000,10273
13183,GA,Long County,Population 2010,14464
13183,GA,Long County,Population 2020,16168
13183,GA,Long County,Population 2021,17152
13185,GA,Lowndes County,Rural-urban continuum code 2013,3
13185,GA,Lowndes County,Population 1990,75981
13185,GA,Lowndes County,Population 2000,92121
13185,GA,Lowndes County,Population 2010,109233
13185,GA,Lowndes County,Population 2020,118251
13185,GA,Lowndes County,Population 2021,119276
13187,GA,Lumpkin County,Rural-urban continuum code 2013,6
13187,GA,Lumpkin County,Population 1990,14573
13187,GA,Lumpkin County,Population 2000,21041
13187,GA,Lumpkin County,Population 2010,29966
13187,GA,Lumpkin County,Population 2020,33488
13187,GA,Lumpkin County,Population 2021,34278
13189,GA,McDuffie County,Rural-urban continuum code 2013,2
13189,GA,McDuffie County,Population 1990,20119
13189,GA,McDuffie County,Population 2000,21263
13189,GA,McDuffie County,Population 2010,21875
13189,GA,McDuffie County,Population 2020,21632
13189,GA,McDuffie County,Population 2021,21633
13191,GA,McIntosh County,Rural-urban continuum code 2013,3
13191,GA,McIntosh County,Population 1990,8634
13191,GA,McIntosh County,Population 2000,10839
13191,GA,McIntosh County,Population 2010,14333
13191,GA,McIntosh County,Population 2020,10975
13191,GA,McIntosh County,Population 2021,11123
13193,GA,Macon County,Rural-urban continuum code 2013,6
13193,GA,Macon County,Population 1990,13114
13193,GA,Macon County,Population 2000,14041
13193,GA,Macon County,Population 2010,14740
13193,GA,Macon County,Population 2020,12082
13193,GA,Macon County,Population 2021,12004
13195,GA,Madison County,Rural-urban continuum code 2013,3
13195,GA,Madison County,Population 1990,21050
13195,GA,Madison County,Population 2000,25705
13195,GA,Madison County,Population 2010,28120
13195,GA,Madison County,Population 2020,30120
13195,GA,Madison County,Population 2021,30885
13197,GA,Marion County,Rural-urban continuum code 2013,2
13197,GA,Marion County,Population 1990,5590
13197,GA,Marion County,Population 2000,7133
13197,GA,Marion County,Population 2010,8742
13197,GA,Marion County,Population 2020,7498
13197,GA,Marion County,Population 2021,7440
13199,GA,Meriwether County,Rural-urban continuum code 2013,1
13199,GA,Meriwether County,Population 1990,22411
13199,GA,Meriwether County,Population 2000,22546
13199,GA,Meriwether County,Population 2010,21992
13199,GA,Meriwether County,Population 2020,20613
13199,GA,Meriwether County,Population 2021,20793
13201,GA,Miller County,Rural-urban continuum code 2013,8
13201,GA,Miller County,Population 1990,6280
13201,GA,Miller County,Population 2000,6368
13201,GA,Miller County,Population 2010,6125
13201,GA,Miller County,Population 2020,6000
13201,GA,Miller County,Population 2021,5919
13205,GA,Mitchell County,Rural-urban continuum code 2013,6
13205,GA,Mitchell County,Population 1990,20275
13205,GA,Mitchell County,Population 2000,23925
13205,GA,Mitchell County,Population 2010,23498
13205,GA,Mitchell County,Population 2020,21755
13205,GA,Mitchell County,Population 2021,21521
13207,GA,Monroe County,Rural-urban continuum code 2013,3
13207,GA,Monroe County,Population 1990,17113
13207,GA,Monroe County,Population 2000,21751
13207,GA,Monroe County,Population 2010,26424
13207,GA,Monroe County,Population 2020,27957
13207,GA,Monroe County,Population 2021,28712
13209,GA,Montgomery County,Rural-urban continuum code 2013,9
13209,GA,Montgomery County,Population 1990,7379
13209,GA,Montgomery County,Population 2000,8234
13209,GA,Montgomery County,Population 2010,9123
13209,GA,Montgomery County,Population 2020,8610
13209,GA,Montgomery County,Population 2021,8653
13211,GA,Morgan County,Rural-urban continuum code 2013,1
13211,GA,Morgan County,Population 1990,12883
13211,GA,Morgan County,Population 2000,15499
13211,GA,Morgan County,Population 2010,17868
13211,GA,Morgan County,Population 2020,20097
13211,GA,Morgan County,Population 2021,20635
13213,GA,Murray County,Rural-urban continuum code 2013,3
13213,GA,Murray County,Population 1990,26147
13213,GA,Murray County,Population 2000,36501
13213,GA,Murray County,Population 2010,39628
13213,GA,Murray County,Population 2020,39973
13213,GA,Murray County,Population 2021,39951
13215,GA,Muscogee County,Rural-urban continuum code 2013,2
13215,GA,Muscogee County,Population 1990,179280
13215,GA,Muscogee County,Population 2000,186213
13215,GA,Muscogee County,Population 2010,189885
13215,GA,Muscogee County,Population 2020,206922
13215,GA,Muscogee County,Population 2021,205617
13217,GA,Newton County,Rural-urban continuum code 2013,1
13217,GA,Newton County,Population 1990,41808
13217,GA,Newton County,Population 2000,61906
13217,GA,Newton County,Population 2010,99958
13217,GA,Newton County,Population 2020,112483
13217,GA,Newton County,Population 2021,115355
13219,GA,Oconee County,Rural-urban continuum code 2013,3
13219,GA,Oconee County,Population 1990,17618
13219,GA,Oconee County,Population 2000,25772
13219,GA,Oconee County,Population 2010,32808
13219,GA,Oconee County,Population 2020,41799
13219,GA,Oconee County,Population 2021,43023
13221,GA,Oglethorpe County,Rural-urban continuum code 2013,3
13221,GA,Oglethorpe County,Population 1990,9763
13221,GA,Oglethorpe County,Population 2000,12610
13221,GA,Oglethorpe County,Population 2010,14899
13221,GA,Oglethorpe County,Population 2020,14825
13221,GA,Oglethorpe County,Population 2021,15140
13223,GA,Paulding County,Rural-urban continuum code 2013,1
13223,GA,Paulding County,Population 1990,41611
13223,GA,Paulding County,Population 2000,81615
13223,GA,Paulding County,Population 2010,142324
13223,GA,Paulding County,Population 2020,168661
13223,GA,Paulding County,Population 2021,173780
13225,GA,Peach County,Rural-urban continuum code 2013,3
13225,GA,Peach County,Population 1990,21189
13225,GA,Peach County,Population 2000,23702
13225,GA,Peach County,Population 2010,27695
13225,GA,Peach County,Population 2020,27981
13225,GA,Peach County,Population 2021,28417
13227,GA,Pickens County,Rural-urban continuum code 2013,1
13227,GA,Pickens County,Population 1990,14432
13227,GA,Pickens County,Population 2000,23022
13227,GA,Pickens County,Population 2010,29431
13227,GA,Pickens County,Population 2020,33216
13227,GA,Pickens County,Population 2021,34024
13229,GA,Pierce County,Rural-urban continuum code 2013,6
13229,GA,Pierce County,Population 1990,13328
13229,GA,Pierce County,Population 2000,15624
13229,GA,Pierce County,Population 2010,18758
13229,GA,Pierce County,Population 2020,19716
13229,GA,Pierce County,Population 2021,19976
13231,GA,Pike County,Rural-urban continuum code 2013,1
13231,GA,Pike County,Population 1990,10224
13231,GA,Pike County,Population 2000,13460
13231,GA,Pike County,Population 2010,17869
13231,GA,Pike County,Population 2020,18889
13231,GA,Pike County,Population 2021,19477
13233,GA,Polk County,Rural-urban continuum code 2013,4
13233,GA,Polk County,Population 1990,33815
13233,GA,Polk County,Population 2000,38102
13233,GA,Polk County,Population 2010,41475
13233,GA,Polk County,Population 2020,42853
13233,GA,Polk County,Population 2021,43496
13235,GA,Pulaski County,Rural-urban continuum code 2013,3
13235,GA,Pulaski County,Population 1990,8108
13235,GA,Pulaski County,Population 2000,9604
13235,GA,Pulaski County,Population 2010,12010
13235,GA,Pulaski County,Population 2020,9855
13235,GA,Pulaski County,Population 2021,9917
13237,GA,Putnam County,Rural-urban continuum code 2013,6
13237,GA,Putnam County,Population 1990,14137
13237,GA,Putnam County,Population 2000,18774
13237,GA,Putnam County,Population 2010,21218
13237,GA,Putnam County,Population 2020,22047
13237,GA,Putnam County,Population 2021,22585
13239,GA,Quitman County,Rural-urban continuum code 2013,9
13239,GA,Quitman County,Population 1990,2210
13239,GA,Quitman County,Population 2000,2596
13239,GA,Quitman County,Population 2010,2513
13239,GA,Quitman County,Population 2020,2235
13239,GA,Quitman County,Population 2021,2243
13241,GA,Rabun County,Rural-urban continuum code 2013,7
13241,GA,Rabun County,Population 1990,11648
13241,GA,Rabun County,Population 2000,15035
13241,GA,Rabun County,Population 2010,16276
13241,GA,Rabun County,Population 2020,16883
13241,GA,Rabun County,Population 2021,17119
13243,GA,Randolph County,Rural-urban continuum code 2013,6
13243,GA,Randolph County,Population 1990,8023
13243,GA,Randolph County,Population 2000,7791
13243,GA,Randolph County,Population 2010,7719
13243,GA,Randolph County,Population 2020,6425
13243,GA,Randolph County,Population 2021,6287
13245,GA,Richmond County,Rural-urban continuum code 2013,2
13245,GA,Richmond County,Population 1990,189719
13245,GA,Richmond County,Population 2000,199552
13245,GA,Richmond County,Population 2010,200549
13245,GA,Richmond County,Population 2020,206607
13245,GA,Richmond County,Population 2021,205673
13247,GA,Rockdale County,Rural-urban continuum code 2013,1
13247,GA,Rockdale County,Population 1990,54091
13247,GA,Rockdale County,Population 2000,70292
13247,GA,Rockdale County,Population 2010,85215
13247,GA,Rockdale County,Population 2020,93570
13247,GA,Rockdale County,Population 2021,94082
13249,GA,Schley County,Rural-urban continuum code 2013,8
13249,GA,Schley County,Population 1990,3590
13249,GA,Schley County,Population 2000,3760
13249,GA,Schley County,Population 2010,5010
13249,GA,Schley County,Population 2020,4547
13249,GA,Schley County,Population 2021,4478
13251,GA,Screven County,Rural-urban continuum code 2013,6
13251,GA,Screven County,Population 1990,13842
13251,GA,Screven County,Population 2000,15357
13251,GA,Screven County,Population 2010,14593
13251,GA,Screven County,Population 2020,14067
13251,GA,Screven County,Population 2021,14105
13253,GA,Seminole County,Rural-urban continuum code 2013,6
13253,GA,Seminole County,Population 1990,9010
13253,GA,Seminole County,Population 2000,9364
13253,GA,Seminole County,Population 2010,8729
13253,GA,Seminole County,Population 2020,9147
13253,GA,Seminole County,Population 2021,9197
13255,GA,Spalding County,Rural-urban continuum code 2013,1
13255,GA,Spalding County,Population 1990,54457
13255,GA,Spalding County,Population 2000,58461
13255,GA,Spalding County,Population 2010,64073
13255,GA,Spalding County,Population 2020,67306
13255,GA,Spalding County,Population 2021,67909
13257,GA,Stephens County,Rural-urban continuum code 2013,7
13257,GA,Stephens County,Population 1990,23436
13257,GA,Stephens County,Population 2000,25442
13257,GA,Stephens County,Population 2010,26175
13257,GA,Stephens County,Population 2020,26784
13257,GA,Stephens County,Population 2021,26865
13259,GA,Stewart County,Rural-urban continuum code 2013,8
13259,GA,Stewart County,Population 1990,5654
13259,GA,Stewart County,Population 2000,5253
13259,GA,Stewart County,Population 2010,6058
13259,GA,Stewart County,Population 2020,5314
13259,GA,Stewart County,Population 2021,5341
13261,GA,Sumter County,Rural-urban continuum code 2013,6
13261,GA,Sumter County,Population 1990,30232
13261,GA,Sumter County,Population 2000,33228
13261,GA,Sumter County,Population 2010,32819
13261,GA,Sumter County,Population 2020,29616
13261,GA,Sumter County,Population 2021,29283
13263,GA,Talbot County,Rural-urban continuum code 2013,8
13263,GA,Talbot County,Population 1990,6524
13263,GA,Talbot County,Population 2000,6513
13263,GA,Talbot County,Population 2010,6865
13263,GA,Talbot County,Population 2020,5733
13263,GA,Talbot County,Population 2021,5742
13265,GA,Taliaferro County,Rural-urban continuum code 2013,8
13265,GA,Taliaferro County,Population 1990,1915
13265,GA,Taliaferro County,Population 2000,2076
13265,GA,Taliaferro County,Population 2010,1717
13265,GA,Taliaferro County,Population 2020,1559
13265,GA,Taliaferro County,Population 2021,1558
13267,GA,Tattnall County,Rural-urban continuum code 2013,6
13267,GA,Tattnall County,Population 1990,17722
13267,GA,Tattnall County,Population 2000,22314
13267,GA,Tattnall County,Population 2010,25520
13267,GA,Tattnall County,Population 2020,22842
13267,GA,Tattnall County,Population 2021,23052
13269,GA,Taylor County,Rural-urban continuum code 2013,8
13269,GA,Taylor County,Population 1990,7642
13269,GA,Taylor County,Population 2000,8815
13269,GA,Taylor County,Population 2010,8906
13269,GA,Taylor County,Population 2020,7816
13269,GA,Taylor County,Population 2021,7799
13271,GA,Telfair County,Rural-urban continuum code 2013,7
13271,GA,Telfair County,Population 1990,11000
13271,GA,Telfair County,Population 2000,11815
13271,GA,Telfair County,Population 2010,16500
13271,GA,Telfair County,Population 2020,12477
13271,GA,Telfair County,Population 2021,12414
13273,GA,Terrell County,Rural-urban continuum code 2013,3
13273,GA,Terrell County,Population 1990,10653
13273,GA,Terrell County,Population 2000,10963
13273,GA,Terrell County,Population 2010,9315
13273,GA,Terrell County,Population 2020,9185
13273,GA,Terrell County,Population 2021,8964
13275,GA,Thomas County,Rural-urban continuum code 2013,4
13275,GA,Thomas County,Population 1990,38943
13275,GA,Thomas County,Population 2000,42791
13275,GA,Thomas County,Population 2010,44720
13275,GA,Thomas County,Population 2020,45798
13275,GA,Thomas County,Population 2021,45842
13277,GA,Tift County,Rural-urban continuum code 2013,5
13277,GA,Tift County,Population 1990,34998
13277,GA,Tift County,Population 2000,38376
13277,GA,Tift County,Population 2010,40118
13277,GA,Tift County,Population 2020,41344
13277,GA,Tift County,Population 2021,41212
13279,GA,Toombs County,Rural-urban continuum code 2013,7
13279,GA,Toombs County,Population 1990,24072
13279,GA,Toombs County,Population 2000,26133
13279,GA,Toombs County,Population 2010,27223
13279,GA,Toombs County,Population 2020,27030
13279,GA,Toombs County,Population 2021,26911
13281,GA,Towns County,Rural-urban continuum code 2013,9
13281,GA,Towns County,Population 1990,6754
13281,GA,Towns County,Population 2000,9312
13281,GA,Towns County,Population 2010,10471
13281,GA,Towns County,Population 2020,12493
13281,GA,Towns County,Population 2021,12875
13283,GA,Treutlen County,Rural-urban continuum code 2013,7
13283,GA,Treutlen County,Population 1990,5994
13283,GA,Treutlen County,Population 2000,6836
13283,GA,Treutlen County,Population 2010,6885
13283,GA,Treutlen County,Population 2020,6406
13283,GA,Treutlen County,Population 2021,6306
13285,GA,Troup County,Rural-urban continuum code 2013,4
13285,GA,Troup County,Population 1990,55532
13285,GA,Troup County,Population 2000,58753
13285,GA,Troup County,Population 2010,67044
13285,GA,Troup County,Population 2020,69426
13285,GA,Troup County,Population 2021,69720
13287,GA,Turner County,Rural-urban continuum code 2013,6
13287,GA,Turner County,Population 1990,8703
13287,GA,Turner County,Population 2000,9494
13287,GA,Turner County,Population 2010,8930
13287,GA,Turner County,Population 2020,9006
13287,GA,Turner County,Population 2021,8966
13289,GA,Twiggs County,Rural-urban continuum code 2013,3
13289,GA,Twiggs County,Population 1990,9806
13289,GA,Twiggs County,Population 2000,10601
13289,GA,Twiggs County,Population 2010,9023
13289,GA,Twiggs County,Population 2020,8022
13289,GA,Twiggs County,Population 2021,7856
13291,GA,Union County,Rural-urban continuum code 2013,9
13291,GA,Union County,Population 1990,11993
13291,GA,Union County,Population 2000,17286
13291,GA,Union County,Population 2010,21356
13291,GA,Union County,Population 2020,24632
13291,GA,Union County,Population 2021,25521
13293,GA,Upson County,Rural-urban continuum code 2013,6
13293,GA,Upson County,Population 1990,26300
13293,GA,Upson County,Population 2000,27761
13293,GA,Upson County,Population 2010,27153
13293,GA,Upson County,Population 2020,27700
13293,GA,Upson County,Population 2021,27720
13295,GA,Walker County,Rural-urban continuum code 2013,2
13295,GA,Walker County,Population 1990,58310
13295,GA,Walker County,Population 2000,61140
13295,GA,Walker County,Population 2010,68756
13295,GA,Walker County,Population 2020,67654
13295,GA,Walker County,Population 2021,68510
13297,GA,Walton County,Rural-urban continuum code 2013,1
13297,GA,Walton County,Population 1990,38586
13297,GA,Walton County,Population 2000,60637
13297,GA,Walton County,Population 2010,83768
13297,GA,Walton County,Population 2020,96673
13297,GA,Walton County,Population 2021,99853
13299,GA,Ware County,Rural-urban continuum code 2013,5
13299,GA,Ware County,Population 1990,35471
13299,GA,Ware County,Population 2000,35497
13299,GA,Ware County,Population 2010,36312
13299,GA,Ware County,Population 2020,36251
13299,GA,Ware County,Population 2021,36033
13301,GA,Warren County,Rural-urban continuum code 2013,8
13301,GA,Warren County,Population 1990,6078
13301,GA,Warren County,Population 2000,6309
13301,GA,Warren County,Population 2010,5834
13301,GA,Warren County,Population 2020,5215
13301,GA,Warren County,Population 2021,5240
13303,GA,Washington County,Rural-urban continuum code 2013,7
13303,GA,Washington County,Population 1990,19112
13303,GA,Washington County,Population 2000,21197
13303,GA,Washington County,Population 2010,21187
13303,GA,Washington County,Population 2020,19988
13303,GA,Washington County,Population 2021,19785
13305,GA,Wayne County,Rural-urban continuum code 2013,6
13305,GA,Wayne County,Population 1990,22356
13305,GA,Wayne County,Population 2000,26571
13305,GA,Wayne County,Population 2010,30099
13305,GA,Wayne County,Population 2020,30144
13305,GA,Wayne County,Population 2021,30380
13307,GA,Webster County,Rural-urban continuum code 2013,8
13307,GA,Webster County,Population 1990,2263
13307,GA,Webster County,Population 2000,2390
13307,GA,Webster County,Population 2010,2799
13307,GA,Webster County,Population 2020,2348
13307,GA,Webster County,Population 2021,2367
13309,GA,Wheeler County,Rural-urban continuum code 2013,9
13309,GA,Wheeler County,Population 1990,4903
13309,GA,Wheeler County,Population 2000,6170
13309,GA,Wheeler County,Population 2010,7421
13309,GA,Wheeler County,Population 2020,7471
13309,GA,Wheeler County,Population 2021,7471
13311,GA,White County,Rural-urban continuum code 2013,6
13311,GA,White County,Population 1990,13006
13311,GA,White County,Population 2000,19976
13311,GA,White County,Population 2010,27144
13311,GA,White County,Population 2020,28003
13311,GA,White County,Population 2021,28442
13313,GA,Whitfield County,Rural-urban continuum code 2013,3
13313,GA,Whitfield County,Population 1990,72462
13313,GA,Whitfield County,Population 2000,83561
13313,GA,Whitfield County,Population 2010,102599
13313,GA,Whitfield County,Population 2020,102864
13313,GA,Whitfield County,Population 2021,102848
13315,GA,Wilcox County,Rural-urban continuum code 2013,8
13315,GA,Wilcox County,Population 1990,7008
13315,GA,Wilcox County,Population 2000,8625
13315,GA,Wilcox County,Population 2010,9255
13315,GA,Wilcox County,Population 2020,8766
13315,GA,Wilcox County,Population 2021,8739
13317,GA,Wilkes County,Rural-urban continuum code 2013,6
13317,GA,Wilkes County,Population 1990,10597
13317,GA,Wilkes County,Population 2000,10706
13317,GA,Wilkes County,Population 2010,10593
13317,GA,Wilkes County,Population 2020,9565
13317,GA,Wilkes County,Population 2021,9513
13319,GA,Wilkinson County,Rural-urban continuum code 2013,8
13319,GA,Wilkinson County,Population 1990,10228
13319,GA,Wilkinson County,Population 2000,10202
13319,GA,Wilkinson County,Population 2010,9563
13319,GA,Wilkinson County,Population 2020,8877
13319,GA,Wilkinson County,Population 2021,8831
13321,GA,Worth County,Rural-urban continuum code 2013,3
13321,GA,Worth County,Population 1990,19744
13321,GA,Worth County,Population 2000,22029
13321,GA,Worth County,Population 2010,21679
13321,GA,Worth County,Population 2020,20784
13321,GA,Worth County,Population 2021,20554
15000,HI,Hawaii,Population 1990,1108229
15000,HI,Hawaii,Population 2000,1211497
15000,HI,Hawaii,Population 2010,1360301
15000,HI,Hawaii,Population 2020,1455271
15000,HI,Hawaii,Population 2021,1441553
15001,HI,Hawaii County,Rural-urban continuum code 2013,5
15001,HI,Hawaii County,Population 1990,120317
15001,HI,Hawaii County,Population 2000,148641
15001,HI,Hawaii County,Population 2010,185079
15001,HI,Hawaii County,Population 2020,200629
15001,HI,Hawaii County,Population 2021,202906
15003,HI,Honolulu County,Rural-urban continuum code 2013,2
15003,HI,Honolulu County,Population 1990,836231
15003,HI,Honolulu County,Population 2000,876159
15003,HI,Honolulu County,Population 2010,953207
15003,HI,Honolulu County,Population 2020,1016508
15003,HI,Honolulu County,Population 2021,1000890
15005,HI,Kalawao County,Rural-urban continuum code 2013,3
15005,HI,Kalawao County,Population 1990,130
15005,HI,Kalawao County,Population 2000,147
15005,HI,Kalawao County,Population 2010,90
15005,HI,Kalawao County,Population 2020,82
15005,HI,Kalawao County,Population 2021,82
15007,HI,Kauai County,Rural-urban continuum code 2013,5
15007,HI,Kauai County,Population 1990,51177
15007,HI,Kauai County,Population 2000,58460
15007,HI,Kauai County,Population 2010,67091
15007,HI,Kauai County,Population 2020,73298
15007,HI,Kauai County,Population 2021,73454
15009,HI,Maui County,Rural-urban continuum code 2013,3
15009,HI,Maui County,Population 1990,100374
15009,HI,Maui County,Population 2000,128090
15009,HI,Maui County,Population 2010,154834
15009,HI,Maui County,Population 2020,164754
15009,HI,Maui County,Population 2021,164221
16000,ID,Idaho,Population 1990,1006734
16000,ID,Idaho,Population 2000,1293957
16000,ID,Idaho,Population 2010,1567582
16000,ID,Idaho,Population 2020,1839106
16000,ID,Idaho,Population 2021,1900923
16001,ID,Ada County,Rural-urban continuum code 2013,2
16001,ID,Ada County,Population 1990,205775
16001,ID,Ada County,Population 2000,300953
16001,ID,Ada County,Population 2010,392365
16001,ID,Ada County,Population 2020,494967
16001,ID,Ada County,Population 2021,511931
16003,ID,Adams County,Rural-urban continuum code 2013,9
16003,ID,Adams County,Population 1990,3254
16003,ID,Adams County,Population 2000,3483
16003,ID,Adams County,Population 2010,3976
16003,ID,Adams County,Population 2020,4379
16003,ID,Adams County,Population 2021,4625
16005,ID,Bannock County,Rural-urban continuum code 2013,3
16005,ID,Bannock County,Population 1990,66026
16005,ID,Bannock County,Population 2000,75562
16005,ID,Bannock County,Population 2010,82839
16005,ID,Bannock County,Population 2020,87018
16005,ID,Bannock County,Population 2021,88263
16007,ID,Bear Lake County,Rural-urban continuum code 2013,9
16007,ID,Bear Lake County,Population 1990,6084
16007,ID,Bear Lake County,Population 2000,6418
16007,ID,Bear Lake County,Population 2010,5986
16007,ID,Bear Lake County,Population 2020,6372
16007,ID,Bear Lake County,Population 2021,6545
16009,ID,Benewah County,Rural-urban continuum code 2013,6
16009,ID,Benewah County,Population 1990,7937
16009,ID,Benewah County,Population 2000,9169
16009,ID,Benewah County,Population 2010,9285
16009,ID,Benewah County,Population 2020,9530
16009,ID,Benewah County,Population 2021,9931
16011,ID,Bingham County,Rural-urban continuum code 2013,4
16011,ID,Bingham County,Population 1990,37583
16011,ID,Bingham County,Population 2000,41737
16011,ID,Bingham County,Population 2010,45607
16011,ID,Bingham County,Population 2020,47992
16011,ID,Bingham County,Population 2021,48876
16013,ID,Blaine County,Rural-urban continuum code 2013,7
16013,ID,Blaine County,Population 1990,13552
16013,ID,Blaine County,Population 2000,18994
16013,ID,Blaine County,Population 2010,21376
16013,ID,Blaine County,Population 2020,24272
16013,ID,Blaine County,Population 2021,24766
16015,ID,Boise County,Rural-urban continuum code 2013,2
16015,ID,Boise County,Population 1990,3509
16015,ID,Boise County,Population 2000,6644
16015,ID,Boise County,Population 2010,7028
16015,ID,Boise County,Population 2020,7610
16015,ID,Boise County,Population 2021,8094
16017,ID,Bonner County,Rural-urban continuum code 2013,6
16017,ID,Bonner County,Population 1990,26622
16017,ID,Bonner County,Population 2000,36809
16017,ID,Bonner County,Population 2010,40877
16017,ID,Bonner County,Population 2020,47110
16017,ID,Bonner County,Population 2021,49491
16019,ID,Bonneville County,Rural-urban continuum code 2013,3
